window,phase,policy,remote,local,batch_ms,cost_units,reconfigured
255,augmentation_heavy,change_aware,5,7,734.4062462359348,5211.783695006703,0
255,augmentation_heavy,phase_oracle,5,7,734.4062462359348,5211.783695006703,0
256,augmentation_heavy,one_shot_stable,0,8,1303.1816342202421,6463.780905732401,0
256,augmentation_heavy,change_aware,5,7,735.7080876353676,5221.022336172711,0
256,augmentation_heavy,phase_oracle,5,7,735.7080876353676,5221.022336172711,0
257,augmentation_heavy,one_shot_stable,0,8,1297.7812387014535,6436.994943959209,0
257,augmentation_heavy,change_aware,5,7,732.6593072080867,5199.386376236372,0
257,augmentation_heavy,phase_oracle,5,7,732.6593072080867,5199.386376236372,0
258,augmentation_heavy,one_shot_stable,0,8,1298.7346003251325,6441.723617612657,0
258,augmentation_heavy,change_aware,5,7,733.1975252419846,5203.205891644642,0
258,augmentation_heavy,phase_oracle,5,7,733.1975252419846,5203.205891644642,0
259,augmentation_heavy,one_shot_stable,0,8,1303.3506356970609,6464.6191530574215,0
259,augmentation_heavy,change_aware,5,7,735.803497016572,5221.699417910319,0
259,augmentation_heavy,phase_oracle,5,7,735.803497016572,5221.699417910319,0
260,augmentation_heavy,one_shot_stable,0,8,1277.334146897759,6335.577368612884,0
260,augmentation_heavy,change_aware,5,7,721.1159502319106,5117.467846836025,0
260,augmentation_heavy,phase_oracle,5,7,721.1159502319106,5117.467846836025,0
261,augmentation_heavy,one_shot_stable,0,8,1304.6566558156712,6471.097012845729,0
261,augmentation_heavy,change_aware,5,7,736.5408075638089,5226.931812253289,0
261,augmentation_heavy,phase_oracle,5,7,736.5408075638089,5226.931812253289,0
262,augmentation_heavy,one_shot_stable,0,8,1326.422136789672,6579.053798476773,0
262,augmentation_heavy,change_aware,5,7,748.8284580058962,5314.1322909423525,0
262,augmentation_heavy,phase_oracle,5,7,748.8284580058962,5314.1322909423525,0
263,augmentation_heavy,one_shot_stable,0,8,1315.4150124829266,6524.458461915316,0
263,augmentation_heavy,change_aware,5,7,742.6144121956772,5270.033724515782,0
263,augmentation_heavy,phase_oracle,5,7,742.6144121956772,5270.033724515782,0
264,augmentation_heavy,one_shot_stable,0,8,1311.9518273858757,6507.281063833943,0
264,augmentation_heavy,change_aware,5,7,740.6592792978728,5256.158938168887,0
264,augmentation_heavy,phase_oracle,5,7,740.6592792978728,5256.158938168887,0
265,augmentation_heavy,one_shot_stable,0,8,1300.4575752982685,6450.2695734794115,0
265,augmentation_heavy,change_aware,5,7,734.1702266592264,5210.108759658732,0
265,augmentation_heavy,phase_oracle,5,7,734.1702266592264,5210.108759658732,0
266,augmentation_heavy,one_shot_stable,0,8,1290.852782978661,6402.629803574158,0
266,augmentation_heavy,change_aware,5,7,728.7478640322229,5171.628448151752,0
266,augmentation_heavy,phase_oracle,5,7,728.7478640322229,5171.628448151752,0
267,augmentation_heavy,one_shot_stable,0,8,1291.4875201377502,6405.77809988324,0
267,augmentation_heavy,change_aware,5,7,729.1062033835474,5174.171437400665,0
267,augmentation_heavy,phase_oracle,5,7,729.1062033835474,5174.171437400665,0
268,augmentation_heavy,one_shot_stable,0,8,1324.1747704155223,6567.906861260991,0
268,augmentation_heavy,change_aware,5,7,747.5597126722258,5305.128519151154,0
268,augmentation_heavy,phase_oracle,5,7,747.5597126722258,5305.128519151154,0
269,augmentation_heavy,one_shot_stable,0,8,1302.2865076569597,6459.34107797852,0
269,augmentation_heavy,change_aware,5,7,735.2027460661104,5217.436131719029,0
269,augmentation_heavy,phase_oracle,5,7,735.2027460661104,5217.436131719029,0
270,augmentation_heavy,one_shot_stable,0,8,1302.3566893400975,6459.689179126884,0
270,augmentation_heavy,change_aware,5,7,735.2423669681646,5217.717305214442,0
270,augmentation_heavy,phase_oracle,5,7,735.2423669681646,5217.717305214442,0
271,augmentation_heavy,one_shot_stable,0,8,1304.7724984438885,6471.671592281687,0
271,augmentation_heavy,change_aware,5,7,736.6062062436511,5227.395920197663,0
271,augmentation_heavy,phase_oracle,5,7,736.6062062436511,5227.395920197663,0
272,augmentation_heavy,one_shot_stable,0,8,1309.479885622487,6495.020232687536,0
272,augmentation_heavy,change_aware,5,7,739.2637504631091,5246.255435217748,0
272,augmentation_heavy,phase_oracle,5,7,739.2637504631091,5246.255435217748,0
273,augmentation_heavy,one_shot_stable,0,8,1320.3386049388337,6548.879480496615,0
273,augmentation_heavy,change_aware,5,7,745.3940145894746,5289.759436965593,0
273,augmentation_heavy,phase_oracle,5,7,745.3940145894746,5289.759436965593,0
274,augmentation_heavy,one_shot_stable,0,8,1302.273308499121,6459.27561015564,0
274,augmentation_heavy,change_aware,5,7,735.1952945129907,5217.383251064417,0
274,augmentation_heavy,phase_oracle,5,7,735.1952945129907,5217.383251064417,0
275,augmentation_heavy,one_shot_stable,0,8,1297.619713393724,6436.193778432871,0
275,augmentation_heavy,change_aware,5,7,732.5681184803348,5198.7392467669515,0
275,augmentation_heavy,phase_oracle,5,7,732.5681184803348,5198.7392467669515,0
276,augmentation_heavy,one_shot_stable,0,8,1294.7401273667863,6421.91103173926,0
276,augmentation_heavy,change_aware,5,7,730.9424550475259,5187.202571777997,0
276,augmentation_heavy,phase_oracle,5,7,730.9424550475259,5187.202571777997,0
277,augmentation_heavy,one_shot_stable,0,8,1297.0865302322186,6433.549189951804,0
277,augmentation_heavy,change_aware,5,7,732.2671111964612,5196.6031199812505,0
277,augmentation_heavy,phase_oracle,5,7,732.2671111964612,5196.6031199812505,0
278,augmentation_heavy,one_shot_stable,0,8,1309.5694250699476,6495.46434834694,0
278,augmentation_heavy,change_aware,5,7,739.3142997449048,5246.614162998193,0
278,augmentation_heavy,phase_oracle,5,7,739.3142997449048,5246.614162998193,0
279,augmentation_heavy,one_shot_stable,0,8,1301.9779189303192,6457.810477894383,0
279,augmentation_heavy,change_aware,5,7,735.028533035493,5216.199812397014,0
279,augmentation_heavy,phase_oracle,5,7,735.028533035493,5216.199812397014,0
280,augmentation_heavy,one_shot_stable,0,8,1310.536277329265,6500.259935553154,0
280,augmentation_heavy,change_aware,5,7,739.8601338850199,5250.487726827762,0
280,augmentation_heavy,phase_oracle,5,7,739.8601338850199,5250.487726827762,0
281,augmentation_heavy,one_shot_stable,0,8,1305.319088607266,6474.382679492039,0
281,augmentation_heavy,change_aware,5,7,736.9147824184981,5229.5857603372015,0
281,augmentation_heavy,phase_oracle,5,7,736.9147824184981,5229.5857603372015,0
282,augmentation_heavy,one_shot_stable,0,8,1313.8710701277573,6516.800507833676,0
282,augmentation_heavy,change_aware,5,7,741.7427832164824,5263.848126660173,0
282,augmentation_heavy,phase_oracle,5,7,741.7427832164824,5263.848126660173,0
283,augmentation_heavy,one_shot_stable,0,8,1325.8706269259915,6576.3183095529175,0
283,augmentation_heavy,change_aware,5,7,748.5171044259607,5311.922740683751,0
283,augmentation_heavy,phase_oracle,5,7,748.5171044259607,5311.922740683751,0
284,augmentation_heavy,one_shot_stable,0,8,1310.2704649873351,6498.941506337183,0
284,augmentation_heavy,change_aware,5,7,739.7100701605045,5249.422785350685,0
284,augmentation_heavy,phase_oracle,5,7,739.7100701605045,5249.422785350685,0
285,augmentation_heavy,one_shot_stable,0,8,1301.618099918624,6456.025775596375,0
285,augmentation_heavy,change_aware,5,7,734.8253980694699,5214.758245812809,0
285,augmentation_heavy,phase_oracle,5,7,734.8253980694699,5214.758245812809,0
286,augmentation_heavy,one_shot_stable,0,8,1320.6944970204772,6550.644705221567,0
286,augmentation_heavy,change_aware,5,7,745.5949326164902,5291.185270831521,0
286,augmentation_heavy,phase_oracle,5,7,745.5949326164902,5291.185270831521,0
287,augmentation_heavy,one_shot_stable,0,8,1289.4239496647879,6395.5427903373475,0
287,augmentation_heavy,change_aware,5,7,727.941219588121,5165.904019222961,0
287,augmentation_heavy,phase_oracle,5,7,727.941219588121,5165.904019222961,0
288,augmentation_heavy,one_shot_stable,0,8,1285.1972738498241,6374.578478295128,0
288,augmentation_heavy,change_aware,5,7,725.5550598240277,5148.970409771896,0
288,augmentation_heavy,phase_oracle,5,7,725.5550598240277,5148.970409771896,0
289,augmentation_heavy,one_shot_stable,0,8,1297.2963622899092,6434.58995695795,0
289,augmentation_heavy,change_aware,5,7,732.3855713848451,5197.443783961835,0
289,augmentation_heavy,phase_oracle,5,7,732.3855713848451,5197.443783961835,0
290,augmentation_heavy,one_shot_stable,0,8,1298.8254049004022,6442.174008305995,0
290,augmentation_heavy,change_aware,5,7,733.2487887486717,5203.56968798988,0
290,augmentation_heavy,phase_oracle,5,7,733.2487887486717,5203.56968798988,0
291,augmentation_heavy,one_shot_stable,0,8,1290.748170106944,6402.110923730442,0
291,augmentation_heavy,change_aware,5,7,728.6888050846655,5171.209330719812,0
291,augmentation_heavy,phase_oracle,5,7,728.6888050846655,5171.209330719812,0
292,augmentation_heavy,one_shot_stable,0,8,1287.1042297159624,6384.036979391174,0
292,augmentation_heavy,change_aware,5,7,726.6316272162019,5156.610372544362,0
292,augmentation_heavy,phase_oracle,5,7,726.6316272162019,5156.610372544362,0
293,augmentation_heavy,one_shot_stable,0,8,1305.2994475154433,6474.285259676599,0
293,augmentation_heavy,change_aware,5,7,736.9036940868915,5229.507070938564,0
293,augmentation_heavy,phase_oracle,5,7,736.9036940868915,5229.507070938564,0
294,augmentation_heavy,one_shot_stable,0,8,1299.6695892986825,6446.361162921465,0
294,augmentation_heavy,change_aware,5,7,733.7253710400128,5206.9517994957,0
294,augmentation_heavy,phase_oracle,5,7,733.7253710400128,5206.9517994957,0
295,augmentation_heavy,one_shot_stable,0,8,1303.7455452601655,6466.577904490421,0
295,augmentation_heavy,change_aware,5,7,736.0264422698133,5223.2815700797455,0
295,augmentation_heavy,phase_oracle,5,7,736.0264422698133,5223.2815700797455,0
296,augmentation_heavy,one_shot_stable,0,8,1318.3941164002144,6539.234817345064,0
296,augmentation_heavy,change_aware,5,7,744.2962582164481,5281.969104577554,0
296,augmentation_heavy,phase_oracle,5,7,744.2962582164481,5281.969104577554,0
297,augmentation_heavy,one_shot_stable,0,8,1300.883394693424,6452.381637679383,0
297,augmentation_heavy,change_aware,5,7,734.4106219845299,5211.814747922305,0
297,augmentation_heavy,phase_oracle,5,7,734.4106219845299,5211.814747922305,0
298,augmentation_heavy,one_shot_stable,0,8,1294.7637246958673,6422.028074491502,0
298,augmentation_heavy,change_aware,5,7,730.9557768634536,5187.2971113103,0
298,augmentation_heavy,phase_oracle,5,7,730.9557768634536,5187.2971113103,0
299,augmentation_heavy,one_shot_stable,0,8,1298.4067843055573,6440.097650155564,0
299,augmentation_heavy,change_aware,5,7,733.0124574889371,5201.8925407537035,0
299,augmentation_heavy,phase_oracle,5,7,733.0124574889371,5201.8925407537035,0
300,augmentation_heavy,one_shot_stable,0,8,1307.4533891444007,6484.968810156228,0
300,augmentation_heavy,change_aware,5,7,738.1196967031858,5238.136549025345,0
300,augmentation_heavy,phase_oracle,5,7,738.1196967031858,5238.136549025345,0
301,augmentation_heavy,one_shot_stable,0,8,1323.9446104037872,6566.765267602785,0
301,augmentation_heavy,change_aware,5,7,747.429776385804,5304.206413950615,0
301,augmentation_heavy,phase_oracle,5,7,747.429776385804,5304.206413950615,0
302,augmentation_heavy,one_shot_stable,0,8,1302.2182501766501,6459.0025208761845,0
302,augmentation_heavy,change_aware,5,7,735.1642114681796,5217.162667284026,0
302,augmentation_heavy,phase_oracle,5,7,735.1642114681796,5217.162667284026,0
303,augmentation_heavy,one_shot_stable,0,8,1282.634741856433,6361.868319607908,0
303,augmentation_heavy,change_aware,5,7,724.1083884906873,5138.703969221068,0
303,augmentation_heavy,phase_oracle,5,7,724.1083884906873,5138.703969221068,0
304,augmentation_heavy,one_shot_stable,0,8,1303.8498375768313,6467.095194381083,0
304,augmentation_heavy,change_aware,5,7,736.0853202487799,5223.69940325089,0
304,augmentation_heavy,phase_oracle,5,7,736.0853202487799,5223.69940325089,0
305,augmentation_heavy,one_shot_stable,0,8,1306.3319464711456,6479.406454496882,0
305,augmentation_heavy,change_aware,5,7,737.486588913091,5233.643639447697,0
305,augmentation_heavy,phase_oracle,5,7,737.486588913091,5233.643639447697,0
306,augmentation_heavy,one_shot_stable,0,8,1305.8971186966364,6477.249708735317,0
306,augmentation_heavy,change_aware,5,7,737.2411079286799,5231.90156032113,0
306,augmentation_heavy,phase_oracle,5,7,737.2411079286799,5231.90156032113,0
307,augmentation_heavy,one_shot_stable,0,8,1310.118292948836,6498.186733026226,0
307,augmentation_heavy,change_aware,5,7,739.6241617986185,5248.813128499267,0
307,augmentation_heavy,phase_oracle,5,7,739.6241617986185,5248.813128499267,0
308,augmentation_heavy,one_shot_stable,0,8,1292.8641745151226,6412.606305595008,0
308,augmentation_heavy,change_aware,5,7,729.8833903333294,5179.686818422554,0
308,augmentation_heavy,phase_oracle,5,7,729.8833903333294,5179.686818422554,0
309,augmentation_heavy,one_shot_stable,0,8,1291.334907020766,6405.021138822999,0
309,augmentation_heavy,change_aware,5,7,729.0200460118532,5173.560013427487,0
309,augmentation_heavy,phase_oracle,5,7,729.0200460118532,5173.560013427487,0
310,augmentation_heavy,one_shot_stable,0,8,1308.6223319474316,6490.766766459261,0
310,augmentation_heavy,change_aware,5,7,738.779620578408,5242.819761498627,0
310,augmentation_heavy,phase_oracle,5,7,738.779620578408,5242.819761498627,0
311,augmentation_heavy,one_shot_stable,0,8,1308.6970456942001,6491.137346643232,0
311,augmentation_heavy,change_aware,5,7,738.8218000461904,5243.119092098795,0
311,augmentation_heavy,phase_oracle,5,7,738.8218000461904,5243.119092098795,0
312,augmentation_heavy,one_shot_stable,0,8,1305.2759906201186,6474.168913475788,0
312,augmentation_heavy,change_aware,5,7,736.8904515525064,5229.413094035259,0
312,augmentation_heavy,phase_oracle,5,7,736.8904515525064,5229.413094035259,0
313,augmentation_heavy,one_shot_stable,0,8,1300.993784750599,6452.92917236297,0
313,augmentation_heavy,change_aware,5,7,734.4729424283771,5212.2570108725085,0
313,augmentation_heavy,phase_oracle,5,7,734.4729424283771,5212.2570108725085,0
314,augmentation_heavy,one_shot_stable,0,8,1301.7701099671626,6456.779745437127,0
314,augmentation_heavy,change_aware,5,7,734.9112149803095,5215.367253673189,0
314,augmentation_heavy,phase_oracle,5,7,734.9112149803095,5215.367253673189,0
315,augmentation_heavy,one_shot_stable,0,8,1296.5687135845847,6430.98081937954,0
315,augmentation_heavy,change_aware,5,7,731.9747790413933,5194.528557071256,0
315,augmentation_heavy,phase_oracle,5,7,731.9747790413933,5194.528557071256,0
316,augmentation_heavy,one_shot_stable,0,8,1309.8877559037696,6497.043269282697,0
316,augmentation_heavy,change_aware,5,7,739.4940126589275,5247.889512765281,0
316,augmentation_heavy,phase_oracle,5,7,739.4940126589275,5247.889512765281,0
317,augmentation_heavy,one_shot_stable,0,8,1308.7502097976565,6491.401040596376,0
317,augmentation_heavy,change_aware,5,7,738.8518137141685,5243.3320869449,0
317,augmentation_heavy,phase_oracle,5,7,738.8518137141685,5243.3320869449,0
318,augmentation_heavy,one_shot_stable,0,8,1296.3066248017399,6429.68085901663,0
318,augmentation_heavy,change_aware,5,7,731.8268174432905,5193.4785335339675,0
318,augmentation_heavy,phase_oracle,5,7,731.8268174432905,5193.4785335339675,0
319,augmentation_heavy,one_shot_stable,0,8,1300.5161099151915,6450.55990517935,0
319,augmentation_heavy,change_aware,5,7,734.2032722377904,5210.343270746343,0
319,augmentation_heavy,phase_oracle,5,7,734.2032722377904,5210.343270746343,0
